task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,xgboost,0.1,89,1400,female,male,793
gender,xgboost,0.1,89,1400,male,female,777
gender,xgboost,0.1,89,1400,male,male,985
gender,mlp,0.1,89,1400,female,female,884
gender,mlp,0.1,89,1400,female,male,853
gender,mlp,0.1,89,1400,male,female,728
gender,mlp,0.1,89,1400,male,male,1034
gender,logistic_regression,0.25,13,3499,female,female,997
gender,logistic_regression,0.25,13,3499,female,male,740
gender,logistic_regression,0.25,13,3499,male,female,781
gender,logistic_regression,0.25,13,3499,male,male,981
gender,random_forest,0.25,13,3499,female,female,924
gender,random_forest,0.25,13,3499,female,male,813
gender,random_forest,0.25,13,3499,male,female,716
gender,random_forest,0.25,13,3499,male,male,1046
gender,hist_gradient_boosting,0.25,13,3499,female,female,950
gender,hist_gradient_boosting,0.25,13,3499,female,male,787
gender,hist_gradient_boosting,0.25,13,3499,male,female,749
gender,hist_gradient_boosting,0.25,13,3499,male,male,1013
gender,xgboost,0.25,13,3499,female,female,950
gender,xgboost,0.25,13,3499,female,male,787
gender,xgboost,0.25,13,3499,male,female,761
gender,xgboost,0.25,13,3499,male,male,1001
gender,mlp,0.25,13,3499,female,female,892
gender,mlp,0.25,13,3499,female,male,845
gender,mlp,0.25,13,3499,male,female,820
gender,mlp,0.25,13,3499,male,male,942
gender,logistic_regression,0.25,21,3499,female,female,960
gender,logistic_regression,0.25,21,3499,female,male,777
gender,logistic_regression,0.25,21,3499,male,female,755
gender,logistic_regression,0.25,21,3499,male,male,1007
gender,random_forest,0.25,21,3499,female,female,861
gender,random_forest,0.25,21,3499,female,male,876
gender,random_forest,0.25,21,3499,male,female,723
gender,random_forest,0.25,21,3499,male,male,1039
gender,hist_gradient_boosting,0.25,21,3499,female,female,870
gender,hist_gradient_boosting,0.25,21,3499,female,male,867
gender,hist_gradient_boosting,0.25,21,3499,male,female,789
gender,hist_gradient_boosting,0.25,21,3499,male,male,973
gender,xgboost,0.25,21,3499,female,female,924
gender,xgboost,0.25,21,3499,female,male,813
gender,xgboost,0.25,21,3499,male,female,761
gender,xgboost,0.25,21,3499,male,male,1001
gender,mlp,0.25,21,3499,female,female,986
gender,mlp,0.25,21,3499,female,male,751
gender,mlp,0.25,21,3499,male,female,797
gender,mlp,0.25,21,3499,male,male,965
gender,logistic_regression,0.25,34,3499,female,female,966
gender,logistic_regression,0.25,34,3499,female,male,771
gender,logistic_regression,0.25,34,3499,male,female,769
gender,logistic_regression,0.25,34,3499,male,male,993
gender,random_forest,0.25,34,3499,female,female,876
gender,random_forest,0.25,34,3499,female,male,861
gender,random_forest,0.25,34,3499,male,female,717
gender,random_forest,0.25,34,3499,male,male,1045
gender,hist_gradient_boosting,0.25,34,3499,female,female,902
gender,hist_gradient_boosting,0.25,34,3499,female,male,835
gender,hist_gradient_boosting,0.25,34,3499,male,female,771
gender,hist_gradient_boosting,0.25,34,3499,male,male,991
gender,xgboost,0.25,34,3499,female,female,959
gender,xgboost,0.25,34,3499,female,male,778
gender,xgboost,0.25,34,3499,male,female,743
gender,xgboost,0.25,34,3499,male,male,1019
gender,mlp,0.25,34,3499,female,female,925
gender,mlp,0.25,34,3499,female,male,812
gender,mlp,0.25,34,3499,male,female,750
gender,mlp,0.25,34,3499,male,male,1012
gender,logistic_regression,0.25,55,3499,female,female,987
gender,logistic_regression,0.25,55,3499,female,male,750
gender,logistic_regression,0.25,55,3499,male,female,753
gender,logistic_regression,0.25,55,3499,male,male,1009
gender,random_forest,0.25,55,3499,female,female,890
gender,random_forest,0.25,55,3499,female,male,847
gender,random_forest,0.25,55,3499,male,female,721
gender,random_forest,0.25,55,3499,male,male,1041
gender,hist_gradient_boosting,0.25,55,3499,female,female,890
gender,hist_gradient_boosting,0.25,55,3499,female,male,847
gender,hist_gradient_boosting,0.25,55,3499,male,female,769
gender,hist_gradient_boosting,0.25,55,3499,male,male,993
gender,xgboost,0.25,55,3499,female,female,928
gender,xgboost,0.25,55,3499,female,male,809
gender,xgboost,0.25,55,3499,male,female,762
gender,xgboost,0.25,55,3499,male,male,1000
gender,mlp,0.25,55,3499,female,female,1006
gender,mlp,0.25,55,3499,female,male,731
gender,mlp,0.25,55,3499,male,female,789
gender,mlp,0.25,55,3499,male,male,973
gender,logistic_regression,0.25,89,3499,female,female,954
gender,logistic_regression,0.25,89,3499,female,male,783
gender,logistic_regression,0.25,89,3499,male,female,739
gender,logistic_regression,0.25,89,3499,male,male,1023
gender,random_forest,0.25,89,3499,female,female,882
gender,random_forest,0.25,89,3499,female,male,855
gender,random_forest,0.25,89,3499,male,female,738
gender,random_forest,0.25,89,3499,male,male,1024
gender,hist_gradient_boosting,0.25,89,3499,female,female,849
gender,hist_gradient_boosting,0.25,89,3499,female,male,888
gender,hist_gradient_boosting,0.25,89,3499,male,female,767
gender,hist_gradient_boosting,0.25,89,3499,male,male,995
gender,xgboost,0.25,89,3499,female,female,919
gender,xgboost,0.25,89,3499,female,male,818
gender,xgboost,0.25,89,3499,male,female,743
gender,xgboost,0.25,89,3499,male,male,1019
gender,mlp,0.25,89,3499,female,female,979
gender,mlp,0.25,89,3499,female,male,758
gender,mlp,0.25,89,3499,male,female,759
gender,mlp,0.25,89,3499,male,male,1003
gender,logistic_regression,0.5,13,6998,female,female,1003
gender,logistic_regression,0.5,13,6998,female,male,734
gender,logistic_regression,0.5,13,6998,male,female,701
gender,logistic_regression,0.5,13,6998,male,male,1061
gender,random_forest,0.5,13,6998,female,female,904
gender,random_forest,0.5,13,6998,female,male,833
gender,random_forest,0.5,13,6998,male,female,687
gender,random_forest,0.5,13,6998,male,male,1075
gender,hist_gradient_boosting,0.5,13,6998,female,female,913
gender,hist_gradient_boosting,0.5,13,6998,female,male,824
gender,hist_gradient_boosting,0.5,13,6998,male,female,735
gender,hist_gradient_boosting,0.5,13,6998,male,male,1027
gender,xgboost,0.5,13,6998,female,female,942
gender,xgboost,0.5,13,6998,female,male,795
gender,xgboost,0.5,13,6998,male,female,749
gender,xgboost,0.5,13,6998,male,male,1013
gender,mlp,0.5,13,6998,female,female,968
gender,mlp,0.5,13,6998,female,male,769
gender,mlp,0.5,13,6998,male,female,762
gender,mlp,0.5,13,6998,male,male,1000
gender,logistic_regression,0.5,21,6998,female,female,1014
gender,logistic_regression,0.5,21,6998,female,male,723
gender,logistic_regression,0.5,21,6998,male,female,710
gender,logistic_regression,0.5,21,6998,male,male,1052
gender,random_forest,0.5,21,6998,female,female,927
gender,random_forest,0.5,21,6998,female,male,810
gender,random_forest,0.5,21,6998,male,female,687
gender,random_forest,0.5,21,6998,male,male,1075
gender,hist_gradient_boosting,0.5,21,6998,female,female,912
gender,hist_gradient_boosting,0.5,21,6998,female,male,825
gender,hist_gradient_boosting,0.5,21,6998,male,female,746
gender,hist_gradient_boosting,0.5,21,6998,male,male,1016
gender,xgboost,0.5,21,6998,female,female,971
gender,xgboost,0.5,21,6998,female,male,766
gender,xgboost,0.5,21,6998,male,female,723
gender,xgboost,0.5,21,6998,male,male,1039
gender,mlp,0.5,21,6998,female,female,989
gender,mlp,0.5,21,6998,female,male,748
gender,mlp,0.5,21,6998,male,female,751
gender,mlp,0.5,21,6998,male,male,1011
gender,logistic_regression,0.5,34,6998,female,female,1037
gender,logistic_regression,0.5,34,6998,female,male,700
gender,logistic_regression,0.5,34,6998,male,female,736
gender,logistic_regression,0.5,34,6998,male,male,1026
gender,random_forest,0.5,34,6998,female,female,974
gender,random_forest,0.5,34,6998,female,male,763
gender,random_forest,0.5,34,6998,male,female,740
gender,random_forest,0.5,34,6998,male,male,1022
gender,hist_gradient_boosting,0.5,34,6998,female,female,902
gender,hist_gradient_boosting,0.5,34,6998,female,male,835
gender,hist_gradient_boosting,0.5,34,6998,male,female,759
gender,hist_gradient_boosting,0.5,34,6998,male,male,1003
gender,xgboost,0.5,34,6998,female,female,988
gender,xgboost,0.5,34,6998,female,male,749
gender,xgboost,0.5,34,6998,male,female,764
gender,xgboost,0.5,34,6998,male,male,998
gender,mlp,0.5,34,6998,female,female,949
gender,mlp,0.5,34,6998,female,male,788
gender,mlp,0.5,34,6998,male,female,734
gender,mlp,0.5,34,6998,male,male,1028
gender,logistic_regression,0.5,55,6998,female,female,1004
gender,logistic_regression,0.5,55,6998,female,male,733
gender,logistic_regression,0.5,55,6998,male,female,717
gender,logistic_regression,0.5,55,6998,male,male,1045
gender,random_forest,0.5,55,6998,female,female,900
gender,random_forest,0.5,55,6998,female,male,837
gender,random_forest,0.5,55,6998,male,female,720
gender,random_forest,0.5,55,6998,male,male,1042
gender,hist_gradient_boosting,0.5,55,6998,female,female,961
gender,hist_gradient_boosting,0.5,55,6998,female,male,776
gender,hist_gradient_boosting,0.5,55,6998,male,female,752
gender,hist_gradient_boosting,0.5,55,6998,male,male,1010
gender,xgboost,0.5,55,6998,female,female,958
gender,xgboost,0.5,55,6998,female,male,779
gender,xgboost,0.5,55,6998,male,female,740
gender,xgboost,0.5,55,6998,male,male,1022
gender,mlp,0.5,55,6998,female,female,1019
gender,mlp,0.5,55,6998,female,male,718
gender,mlp,0.5,55,6998,male,female,767
gender,mlp,0.5,55,6998,male,male,995
gender,logistic_regression,0.5,89,6998,female,female,1011
gender,logistic_regression,0.5,89,6998,female,male,726
gender,logistic_regression,0.5,89,6998,male,female,720
gender,logistic_regression,0.5,89,6998,male,male,1042
gender,random_forest,0.5,89,6998,female,female,919
gender,random_forest,0.5,89,6998,female,male,818
gender,random_forest,0.5,89,6998,male,female,710
gender,random_forest,0.5,89,6998,male,male,1052
gender,hist_gradient_boosting,0.5,89,6998,female,female,919
gender,hist_gradient_boosting,0.5,89,6998,female,male,818
gender,hist_gradient_boosting,0.5,89,6998,male,female,753
gender,hist_gradient_boosting,0.5,89,6998,male,male,1009
gender,xgboost,0.5,89,6998,female,female,971
gender,xgboost,0.5,89,6998,female,male,766
gender,xgboost,0.5,89,6998,male,female,727
gender,xgboost,0.5,89,6998,male,male,1035
gender,mlp,0.5,89,6998,female,female,934
gender,mlp,0.5,89,6998,female,male,803
gender,mlp,0.5,89,6998,male,female,716
gender,mlp,0.5,89,6998,male,male,1046
gender,logistic_regression,0.75,13,10496,female,female,1021
gender,logistic_regression,0.75,13,10496,female,male,716
gender,logistic_regression,0.75,13,10496,male,female,690
gender,logistic_regression,0.75,13,10496,male,male,1072
gender,random_forest,0.75,13,10496,female,female,972
gender,random_forest,0.75,13,10496,female,male,765
gender,random_forest,0.75,13,10496,male,female,700
gender,random_forest,0.75,13,10496,male,male,1062
gender,hist_gradient_boosting,0.75,13,10496,female,female,942
gender,hist_gradient_boosting,0.75,13,10496,female,male,795
gender,hist_gradient_boosting,0.75,13,10496,male,female,744
gender,hist_gradient_boosting,0.75,13,10496,male,male,1018
gender,xgboost,0.75,13,10496,female,female,1002
gender,xgboost,0.75,13,10496,female,male,735
gender,xgboost,0.75,13,10496,male,female,701
gender,xgboost,0.75,13,10496,male,male,1061
gender,mlp,0.75,13,10496,female,female,974
gender,mlp,0.75,13,10496,female,male,763
gender,mlp,0.75,13,10496,male,female,761
gender,mlp,0.75,13,10496,male,male,1001
gender,logistic_regression,0.75,21,10496,female,female,1023
gender,logistic_regression,0.75,21,10496,female,male,714
gender,logistic_regression,0.75,21,10496,male,female,714
gender,logistic_regression,0.75,21,10496,male,male,1048
gender,random_forest,0.75,21,10496,female,female,914
gender,random_forest,0.75,21,10496,female,male,823
gender,random_forest,0.75,21,10496,male,female,694
gender,random_forest,0.75,21,10496,male,male,1068
gender,hist_gradient_boosting,0.75,21,10496,female,female,916
gender,hist_gradient_boosting,0.75,21,10496,female,male,821
gender,hist_gradient_boosting,0.75,21,10496,male,female,749
gender,hist_gradient_boosting,0.75,21,10496,male,male,1013
gender,xgboost,0.75,21,10496,female,female,972
gender,xgboost,0.75,21,10496,female,male,765
gender,xgboost,0.75,21,10496,male,female,717
gender,xgboost,0.75,21,10496,male,male,1045
gender,mlp,0.75,21,10496,female,female,1002
gender,mlp,0.75,21,10496,female,male,735
gender,mlp,0.75,21,10496,male,female,736
gender,mlp,0.75,21,10496,male,male,1026
gender,logistic_regression,0.75,34,10496,female,female,1005
gender,logistic_regression,0.75,34,10496,female,male,732
gender,logistic_regression,0.75,34,10496,male,female,698
gender,logistic_regression,0.75,34,10496,male,male,1064
gender,random_forest,0.75,34,10496,female,female,885
gender,random_forest,0.75,34,10496,female,male,852
gender,random_forest,0.75,34,10496,male,female,691
gender,random_forest,0.75,34,10496,male,male,1071
gender,hist_gradient_boosting,0.75,34,10496,female,female,936
gender,hist_gradient_boosting,0.75,34,10496,female,male,801
gender,hist_gradient_boosting,0.75,34,10496,male,female,743
gender,hist_gradient_boosting,0.75,34,10496,male,male,1019
gender,xgboost,0.75,34,10496,female,female,958
gender,xgboost,0.75,34,10496,female,male,779
gender,xgboost,0.75,34,10496,male,female,721
gender,xgboost,0.75,34,10496,male,male,1041
gender,mlp,0.75,34,10496,female,female,940
gender,mlp,0.75,34,10496,female,male,797
gender,mlp,0.75,34,10496,male,female,701
gender,mlp,0.75,34,10496,male,male,1061
gender,logistic_regression,0.75,55,10496,female,female,1043
gender,logistic_regression,0.75,55,10496,female,male,694
gender,logistic_regression,0.75,55,10496,male,female,697
gender,logistic_regression,0.75,55,10496,male,male,1065
gender,random_forest,0.75,55,10496,female,female,920
gender,random_forest,0.75,55,10496,female,male,817
gender,random_forest,0.75,55,10496,male,female,691
gender,random_forest,0.75,55,10496,male,male,1071
gender,hist_gradient_boosting,0.75,55,10496,female,female,917
gender,hist_gradient_boosting,0.75,55,10496,female,male,820
gender,hist_gradient_boosting,0.75,55,10496,male,female,731
gender,hist_gradient_boosting,0.75,55,10496,male,male,1031
gender,xgboost,0.75,55,10496,female,female,990
gender,xgboost,0.75,55,10496,female,male,747
gender,xgboost,0.75,55,10496,male,female,717
gender,xgboost,0.75,55,10496,male,male,1045
gender,mlp,0.75,55,10496,female,female,1042
gender,mlp,0.75,55,10496,female,male,695
gender,mlp,0.75,55,10496,male,female,771
gender,mlp,0.75,55,10496,male,male,991
gender,logistic_regression,0.75,89,10496,female,female,1031
gender,logistic_regression,0.75,89,10496,female,male,706
gender,logistic_regression,0.75,89,10496,male,female,707
gender,logistic_regression,0.75,89,10496,male,male,1055
gender,random_forest,0.75,89,10496,female,female,918
gender,random_forest,0.75,89,10496,female,male,819
gender,random_forest,0.75,89,10496,male,female,724
gender,random_forest,0.75,89,10496,male,male,1038
gender,hist_gradient_boosting,0.75,89,10496,female,female,905
gender,hist_gradient_boosting,0.75,89,10496,female,male,832
gender,hist_gradient_boosting,0.75,89,10496,male,female,757
gender,hist_gradient_boosting,0.75,89,10496,male,male,1005
gender,xgboost,0.75,89,10496,female,female,969
gender,xgboost,0.75,89,10496,female,male,768
gender,xgboost,0.75,89,10496,male,female,717
gender,xgboost,0.75,89,10496,male,male,1045
gender,mlp,0.75,89,10496,female,female,960
gender,mlp,0.75,89,10496,female,male,777
gender,mlp,0.75,89,10496,male,female,701
gender,mlp,0.75,89,10496,male,male,1061
gender,logistic_regression,1.0,13,13995,female,female,1035
gender,logistic_regression,1.0,13,13995,female,male,702
gender,logistic_regression,1.0,13,13995,male,female,694
gender,logistic_regression,1.0,13,13995,male,male,1068
gender,random_forest,1.0,13,13995,female,female,932
gender,random_forest,1.0,13,13995,female,male,805
gender,random_forest,1.0,13,13995,male,female,717
gender,random_forest,1.0,13,13995,male,male,1045
gender,hist_gradient_boosting,1.0,13,13995,female,female,912
gender,hist_gradient_boosting,1.0,13,13995,female,male,825
gender,hist_gradient_boosting,1.0,13,13995,male,female,716
gender,hist_gradient_boosting,1.0,13,13995,male,male,1046
gender,xgboost,1.0,13,13995,female,female,983
gender,xgboost,1.0,13,13995,female,male,754
gender,xgboost,1.0,13,13995,male,female,718
gender,xgboost,1.0,13,13995,male,male,1044
gender,mlp,1.0,13,13995,female,female,974
gender,mlp,1.0,13,13995,female,male,763
gender,mlp,1.0,13,13995,male,female,754
gender,mlp,1.0,13,13995,male,male,1008
gender,logistic_regression,1.0,21,13995,female,female,1035
gender,logistic_regression,1.0,21,13995,female,male,702
gender,logistic_regression,1.0,21,13995,male,female,694
gender,logistic_regression,1.0,21,13995,male,male,1068
gender,random_forest,1.0,21,13995,female,female,935
gender,random_forest,1.0,21,13995,female,male,802
gender,random_forest,1.0,21,13995,male,female,725
gender,random_forest,1.0,21,13995,male,male,1037
gender,hist_gradient_boosting,1.0,21,13995,female,female,964
gender,hist_gradient_boosting,1.0,21,13995,female,male,773
gender,hist_gradient_boosting,1.0,21,13995,male,female,732
gender,hist_gradient_boosting,1.0,21,13995,male,male,1030
gender,xgboost,1.0,21,13995,female,female,981
gender,xgboost,1.0,21,13995,female,male,756
gender,xgboost,1.0,21,13995,male,female,695
gender,xgboost,1.0,21,13995,male,male,1067
gender,mlp,1.0,21,13995,female,female,980
gender,mlp,1.0,21,13995,female,male,757
gender,mlp,1.0,21,13995,male,female,707
gender,mlp,1.0,21,13995,male,male,1055
gender,logistic_regression,1.0,34,13995,female,female,1035
gender,logistic_regression,1.0,34,13995,female,male,702
gender,logistic_regression,1.0,34,13995,male,female,694
gender,logistic_regression,1.0,34,13995,male,male,1068
gender,random_forest,1.0,34,13995,female,female,934
gender,random_forest,1.0,34,13995,female,male,803
gender,random_forest,1.0,34,13995,male,female,721
gender,random_forest,1.0,34,13995,male,male,1041
gender,hist_gradient_boosting,1.0,34,13995,female,female,945
gender,hist_gradient_boosting,1.0,34,13995,female,male,792
gender,hist_gradient_boosting,1.0,34,13995,male,female,755
gender,hist_gradient_boosting,1.0,34,13995,male,male,1007
gender,xgboost,1.0,34,13995,female,female,982
gender,xgboost,1.0,34,13995,female,male,755
gender,xgboost,1.0,34,13995,male,female,686
gender,xgboost,1.0,34,13995,male,male,1076
gender,mlp,1.0,34,13995,female,female,1009
gender,mlp,1.0,34,13995,female,male,728
gender,mlp,1.0,34,13995,male,female,746
gender,mlp,1.0,34,13995,male,male,1016
gender,logistic_regression,1.0,55,13995,female,female,1035
gender,logistic_regression,1.0,55,13995,female,male,702
gender,logistic_regression,1.0,55,13995,male,female,694
gender,logistic_regression,1.0,55,13995,male,male,1068
gender,random_forest,1.0,55,13995,female,female,921
gender,random_forest,1.0,55,13995,female,male,816
gender,random_forest,1.0,55,13995,male,female,689
gender,random_forest,1.0,55,13995,male,male,1073
gender,hist_gradient_boosting,1.0,55,13995,female,female,968
gender,hist_gradient_boosting,1.0,55,13995,female,male,769
gender,hist_gradient_boosting,1.0,55,13995,male,female,737
gender,hist_gradient_boosting,1.0,55,13995,male,male,1025
gender,xgboost,1.0,55,13995,female,female,982
gender,xgboost,1.0,55,13995,female,male,755
gender,xgboost,1.0,55,13995,male,female,712
gender,xgboost,1.0,55,13995,male,male,1050
gender,mlp,1.0,55,13995,female,female,1021
gender,mlp,1.0,55,13995,female,male,716
gender,mlp,1.0,55,13995,male,female,711
gender,mlp,1.0,55,13995,male,male,1051
gender,logistic_regression,1.0,89,13995,female,female,1035
gender,logistic_regression,1.0,89,13995,female,male,702
gender,logistic_regression,1.0,89,13995,male,female,694
gender,logistic_regression,1.0,89,13995,male,male,1068
gender,random_forest,1.0,89,13995,female,female,907
gender,random_forest,1.0,89,13995,female,male,830
gender,random_forest,1.0,89,13995,male,female,733
gender,random_forest,1.0,89,13995,male,male,1029
gender,hist_gradient_boosting,1.0,89,13995,female,female,920
gender,hist_gradient_boosting,1.0,89,13995,female,male,817
gender,hist_gradient_boosting,1.0,89,13995,male,female,753
gender,hist_gradient_boosting,1.0,89,13995,male,male,1009
gender,xgboost,1.0,89,13995,female,female,997
gender,xgboost,1.0,89,13995,female,male,740
gender,xgboost,1.0,89,13995,male,female,718
gender,xgboost,1.0,89,13995,male,male,1044
gender,mlp,1.0,89,13995,female,female,963
gender,mlp,1.0,89,13995,female,male,774
gender,mlp,1.0,89,13995,male,female,722
gender,mlp,1.0,89,13995,male,male,1040
age,logistic_regression,0.1,13,1399,30+,30+,166
age,logistic_regression,0.1,13,1399,30+,teens,121
age,logistic_regression,0.1,13,1399,30+,twenties,234
age,logistic_regression,0.1,13,1399,teens,30+,259
age,logistic_regression,0.1,13,1399,teens,teens,756
age,logistic_regression,0.1,13,1399,teens,twenties,494
age,logistic_regression,0.1,13,1399,twenties,30+,350
age,logistic_regression,0.1,13,1399,twenties,teens,506
age,logistic_regression,0.1,13,1399,twenties,twenties,613
age,random_forest,0.1,13,1399,30+,30+,0
age,random_forest,0.1,13,1399,30+,teens,244
age,random_forest,0.1,13,1399,30+,twenties,277
age,random_forest,0.1,13,1399,teens,30+,0
age,random_forest,0.1,13,1399,teens,teens,973
age,random_forest,0.1,13,1399,teens,twenties,536
age,random_forest,0.1,13,1399,twenties,30+,0
age,random_forest,0.1,13,1399,twenties,teens,798
age,random_forest,0.1,13,1399,twenties,twenties,671
age,hist_gradient_boosting,0.1,13,1399,30+,30+,8
age,hist_gradient_boosting,0.1,13,1399,30+,teens,219
age,hist_gradient_boosting,0.1,13,1399,30+,twenties,294
age,hist_gradient_boosting,0.1,13,1399,teens,30+,5
age,hist_gradient_boosting,0.1,13,1399,teens,teens,835
age,hist_gradient_boosting,0.1,13,1399,teens,twenties,669
age,hist_gradient_boosting,0.1,13,1399,twenties,30+,8
age,hist_gradient_boosting,0.1,13,1399,twenties,teens,666
age,hist_gradient_boosting,0.1,13,1399,twenties,twenties,795
age,xgboost,0.1,13,1399,30+,30+,2
age,xgboost,0.1,13,1399,30+,teens,187
age,xgboost,0.1,13,1399,30+,twenties,332
age,xgboost,0.1,13,1399,teens,30+,4
age,xgboost,0.1,13,1399,teens,teens,927
age,xgboost,0.1,13,1399,teens,twenties,578
age,xgboost,0.1,13,1399,twenties,30+,1
age,xgboost,0.1,13,1399,twenties,teens,672
age,xgboost,0.1,13,1399,twenties,twenties,796
age,mlp,0.1,13,1399,30+,30+,50
age,mlp,0.1,13,1399,30+,teens,172
age,mlp,0.1,13,1399,30+,twenties,299
age,mlp,0.1,13,1399,teens,30+,88
age,mlp,0.1,13,1399,teens,teens,846
age,mlp,0.1,13,1399,teens,twenties,575
age,mlp,0.1,13,1399,twenties,30+,123
age,mlp,0.1,13,1399,twenties,teens,595
age,mlp,0.1,13,1399,twenties,twenties,751
age,logistic_regression,0.1,21,1399,30+,30+,167
age,logistic_regression,0.1,21,1399,30+,teens,133
age,logistic_regression,0.1,21,1399,30+,twenties,221
age,logistic_regression,0.1,21,1399,teens,30+,278
age,logistic_regression,0.1,21,1399,teens,teens,719
age,logistic_regression,0.1,21,1399,teens,twenties,512
age,logistic_regression,0.1,21,1399,twenties,30+,392
age,logistic_regression,0.1,21,1399,twenties,teens,467
age,logistic_regression,0.1,21,1399,twenties,twenties,610
age,random_forest,0.1,21,1399,30+,30+,0
age,random_forest,0.1,21,1399,30+,teens,251
age,random_forest,0.1,21,1399,30+,twenties,270
age,random_forest,0.1,21,1399,teens,30+,0
age,random_forest,0.1,21,1399,teens,teens,970
age,random_forest,0.1,21,1399,teens,twenties,539
age,random_forest,0.1,21,1399,twenties,30+,0
age,random_forest,0.1,21,1399,twenties,teens,781
